"","ID","INSEE_COM","CODE_EPCI","INSEE_DEP","INSEE_REG","NOM_COM_M","POPULATION","Nb_Transac","Prixm2_Moy"
"8391","COMMUNE_0000000009734675","14100",200066710,"14",28,"BRETTEVILLE SUR LAIZE",1844,1,2356
"8392","COMMUNE_0000000009736698","50195",200069425,"50",28,"GATHEMO",240,6,1562
"8393","COMMUNE_0000000009734679","14039",200066710,"14",28,"BARBERY",820,2,1025
"8394","COMMUNE_0000000009734676","14097",200066710,"14",28,"BRETTEVILLE LE RABET",305,1,2446
"8395","COMMUNE_0000000009748920","71452",200040293,"71",27,"SAINT MARTIN DE SALENCEY",101,2,824
"8396","COMMUNE_0000000009735183","14455",200066710,"14",28,"MOULINES",298,NA,NA
"8397","COMMUNE_0000000009760604","83087",200068104,"83",93,"NANS LES PINS",4453,72,2921
"8398","COMMUNE_0000000009746735","21089",242101509,"21",27,"BONNENCONTRE",449,6,1394
"8399","COMMUNE_0000000009750307","63243",200072080,"63",84,"MOUREUILLE",346,2,978
"8400","COMMUNE_0000000009747486","71015",200070530,"71",27,"AUXY",950,5,1040
"8401","COMMUNE_0000000009743561","89023",200067114,"89",27,"AUGY",1067,13,1517
"8402","COMMUNE_0000000009755709","07075",200072007,"07",84,"CROS DE GEORAND",163,1,2324
"8403","COMMUNE_0000000009755713","07071",200072007,"07",84,"COUCOURON",809,6,1391
"8404","COMMUNE_0000000009748895","71549",200069698,"71",27,"TRUCHERE",223,4,1167
"8405","COMMUNE_0000000009731616","08484",200043156,"08",44,"VILLE SUR RETOURNE",83,NA,NA
"8406","COMMUNE_0000000009755970","48010",200006930,"48",76,"AUROUX",390,NA,NA
"8407","COMMUNE_0000000009755973","48149",200069185,"48",76,"SAINTE EULALIE",37,NA,NA
"8408","COMMUNE_0000000009737617","61369",200071520,"61",28,"SAINT BOMER LES FORGES",1047,13,1247
"8409","COMMUNE_0000000009755966","07142",200072007,"07",84,"LESPERON",319,10,1128
"8410","COMMUNE_0000000009752215","73139",200069110,"73",84,"JARSY",265,5,2272
"8411","COMMUNE_0000000009747456","71517",200040038,"71",27,"SERMESSE",239,4,1381
"8412","COMMUNE_0000000009755964","07105",200072007,"07",84,"ISSANLAS",104,1,743
"8413","COMMUNE_0000000009746240","21020",200071207,"21",27,"ARCONCEY",221,3,1049
"8414","COMMUNE_0000000009756348","33007",200069581,"33",75,"ARBANATS",1229,16,2432
"8415","COMMUNE_0000000009748910","71145",247103765,"71",27,"CORMATIN",562,4,1431
"8416","COMMUNE_0000000009749021","79320",200069748,"79",75,"SURIN",663,12,1024
"8417","COMMUNE_0000000009755963","07130",200072007,"07",84,"LANARCE",198,3,1445
"8418","COMMUNE_0000000009747688","71005",247100589,"71",27,"ALUZE",251,6,1428
"8419","COMMUNE_0000000009744622","49018",244900882,"49",52,"BAUGE EN ANJOU",11868,155,1207
"8420","COMMUNE_0000000009745179","37198",200072981,"37",24,"RILLE",311,9,1306
"8421","COMMUNE_0000000009738481","61370",200071520,"61",28,"SAINT BRICE",155,2,1194
"8422","COMMUNE_0000000009732273","14711",200066801,"14",28,"TREVIERES",926,4,917
"8423","COMMUNE_0000000009746381","44101",244400404,"44",52,"MONTAGNE",6215,97,2448
"8424","COMMUNE_0000000009761538","65359",200070803,"65",76,"PEYRIGUERE",26,NA,NA
"8425","COMMUNE_0000000009755965","43154",244301123,"43",84,"PRADELLES",556,2,2133
"8426","COMMUNE_0000000009734969","02701",240200584,"02",32,"SAULCHERY",732,10,1489
"8427","COMMUNE_0000000009733955","60637",246000871,"60",32,"THURY EN VALOIS",489,4,1723
"8428","COMMUNE_0000000009737626","50371",200069425,"50",28,"NEUFBOURG",418,13,1026
"8429","COMMUNE_0000000009740956","28411",200070159,"28",24,"VILLARS",171,4,1366
"8430","COMMUNE_0000000009731797","76681",200023414,"76",28,"SOTTEVILLE LES ROUEN",28991,363,1978
"8431","COMMUNE_0000000009743425","90059",200069052,"90",27,"LACOLLONGE",234,NA,NA
"8432","COMMUNE_0000000009727901","62258",200069672,"62",32,"CROISETTE",291,1,1074
"8433","COMMUNE_0000000009744318","72060",200073112,"72",52,"CHAPELLE AUX CHOUX",269,5,1078
"8434","COMMUNE_0000000009754574","33126",243301181,"33",75,"CIVRAC DE BLAYE",850,10,1741
"8435","COMMUNE_0000000009744612","37036",200072981,"37",24,"BRAYE SUR MAULNE",175,4,719
"8436","COMMUNE_0000000009745483","49114",200071876,"49",52,"COURLEON",147,NA,NA
"8437","COMMUNE_0000000009745481","37112",200072981,"37",24,"GIZEUX",400,4,811
"8438","COMMUNE_0000000009738041","61344",200068450,"61",28,"RANES",1052,10,889
"8439","COMMUNE_0000000009745193","49194",244900882,"49",52,"MAZE MILON",5787,57,1706
"8440","COMMUNE_0000000009744626","49188",200068955,"49",52,"MARCE",842,6,1226
"8441","COMMUNE_0000000009743990","72176",200073112,"72",52,"LUDE",4344,60,965
"8442","COMMUNE_0000000009754087","19272",241927201,"19",75,"TULLE",14453,176,946
"8443","COMMUNE_0000000009737176","50271",200069425,"50",28,"LINGEARD",79,NA,NA
"8444","COMMUNE_0000000009758471","04194",200068625,"04",93,"SAINT PIERRE",97,2,3564
"8445","COMMUNE_0000000009738946","61075",200068443,"61",28,"CEAUCE",1206,10,778
"8446","COMMUNE_0000000009731278","08325",240800920,"08",44,"NOIRVAL",28,NA,NA
"8447","COMMUNE_0000000009755718","43160",244301123,"43",84,"RAURET",195,3,768
"8448","COMMUNE_0000000009755495","43192",244301123,"43",84,"SAINT HAON",308,NA,NA
"8449","COMMUNE_0000000009745480","37013",200072981,"37",24,"AVRILLE LES PONCEAUX",487,6,1682
"8450","COMMUNE_0000000009744325","49209",200068955,"49",52,"MONTIGNE LES RAIRIES",414,5,1164
"8451","COMMUNE_0000000009737624","50456",200069425,"50",28,"SAINT CLEMENT RANCOUDRAY",548,7,675
"8452","COMMUNE_0000000009737234","29079",242900835,"29",53,"HENVIC",1333,19,1278
"8453","COMMUNE_0000000009737163","61262",200071520,"61",28,"MENIL CIBOULT",129,3,1328
"8454","COMMUNE_0000000009747406","25627",242504488,"25",27,"VILLERS SOUS CHALAMONT",290,1,1241
"8455","COMMUNE_0000000009755719","48139",200006930,"48",76,"SAINT BONNET LAVAL",258,2,1046
"8456","COMMUNE_0000000009753987","38255",200059392,"38",84,"MONTFALCON",128,3,1630
"8457","COMMUNE_0000000009755969","48041",200006930,"48",76,"CHASTANIER",77,NA,NA
"8458","COMMUNE_0000000009744940","56241",245600465,"56",53,"SAUZON",981,8,4585
"8459","COMMUNE_0000000009745185","49221",200071876,"49",52,"MOULIHERNE",864,14,1516
"8460","COMMUNE_0000000009738950","61248",200068443,"61",28,"MANTILLY",537,9,740
"8461","COMMUNE_0000000009744109","90094",200069052,"90",27,"SEVENANS",706,8,2305
"8462","COMMUNE_0000000009754473","43118",200073393,"43",84,"LAVOUTE CHILHAC",286,3,1080
"8463","COMMUNE_0000000009754674","43094",200073393,"43",84,"FERRUSSAC",80,NA,NA
"8464","COMMUNE_0000000009754976","24436",200069094,"24",75,"SAINT LAURENT DES HOMMES",1022,12,1140
"8465","COMMUNE_0000000009763131","2B050",242020105,"2B",94,"CALVI",5442,65,3802
"8466","COMMUNE_0000000009744327","49076",200068955,"49",52,"CHAPELLE SAINT LAUD",743,12,1260
"8467","COMMUNE_0000000009735561","78608",200059889,"78",11,"TERTRE SAINT DENIS",124,2,2124
"8468","COMMUNE_0000000009754479","15207",200066637,"15",84,"SAINT PONCY",351,1,336
"8469","COMMUNE_0000000009755295","15107",200066660,"15",84,"LORCIERES",175,1,340
"8470","COMMUNE_0000000009739426","53238",245300389,"53",52,"SAINT MARS SUR LA FUTAIE",553,7,614
"8471","COMMUNE_0000000009730527","08421",240800847,"08",44,"SIGNY MONTLIBERT",90,NA,NA
"8472","COMMUNE_0000000009738042","61085",200071652,"61",28,"CHAMP DE LA PIERRE",45,NA,NA
"8473","COMMUNE_0000000009745491","49201",244900882,"49",52,"MENITRE",2089,25,1713
"8474","COMMUNE_0000000009751460","38026",200068542,"38",84,"BALME LES GROTTES",1041,13,1860
"8475","COMMUNE_0000000009738060","50436",200069425,"50",28,"ROMAGNY FONTENAY",1338,9,1203
"8476","COMMUNE_0000000009748000","86160",200069763,"86",75,"MIREBEAU",2213,23,996
"8477","COMMUNE_0000000009756217","12116",200067171,"12",76,"HUPARLAC",256,NA,NA
"8478","COMMUNE_0000000009738498","50362",200069425,"50",28,"MOULINES",294,1,385
"8479","COMMUNE_0000000009739418","53131",245300389,"53",52,"LESBOIS",194,4,834
"8480","COMMUNE_0000000009738954","53100",245300389,"53",52,"FOUGEROLLES DU PLESSIS",1228,11,769
"8481","COMMUNE_0000000009728366","62465",200069482,"62",32,"HUMBERCAMPS",219,5,1403
"8482","COMMUNE_0000000009738487","61452",200068443,"61",28,"SAINT ROCH SUR EGRENNE",179,NA,NA
"8483","COMMUNE_0000000009738949","61324",200068443,"61",28,"PASSAIS VILLAGES",1207,15,916
"8484","COMMUNE_0000000009762424","65309",200070787,"65",76,"MAZOUAU",16,NA,NA
"8485","COMMUNE_0000000009754482","15151",200066637,"15",84,"PEYRUSSE",154,2,556
"8486","COMMUNE_0000000009756595","05154",200067445,"05",93,"SAINT PIERRE D ARGENCON",157,5,1571
"8487","COMMUNE_0000000009754673","43175",200073393,"43",84,"SAINT CIRGUES",159,2,780
"8488","COMMUNE_0000000009744891","37146",200072981,"37",24,"MARCILLY SUR MAULNE",236,1,5631
"8489","COMMUNE_0000000009754053","15013",200066637,"15",84,"AURIAC L EGLISE",158,3,784
"8490","COMMUNE_0000000009753718","73138",200070464,"73",84,"JARRIER",500,6,2007
"8491","COMMUNE_0000000009737170","50088",200069425,"50",28,"BROUAINS",141,5,646
"8492","COMMUNE_0000000009754889","43151",200073393,"43",84,"PINOLS",198,1,940
"8493","COMMUNE_0000000009762448","65059",246500482,"65",76,"BAGNERES DE BIGORRE",7404,213,1628
"8494","COMMUNE_0000000009754675","43009",200073393,"43",84,"ARLET",25,1,429
"8495","COMMUNE_0000000009755086","43015",200073393,"43",84,"AUVERS",58,NA,NA
"8496","COMMUNE_0000000009744903","49138",244900882,"49",52,"BOIS D ANJOU",2637,28,1341
"8497","COMMUNE_0000000009755089","15034",200066660,"15",84,"CHALIERS",168,2,929
"8498","COMMUNE_0000000009737620","61232",200071520,"61",28,"LONLAY L ABBAYE",1135,14,1082
"8499","COMMUNE_0000000009735762","67035",200067874,"67",44,"BERSTHEIM",438,NA,NA
"8500","COMMUNE_0000000009753584","43261",244301099,"43",84,"VEZEZOUX",588,5,1274
"8501","COMMUNE_0000000009747999","86047",248600413,"86",75,"CERNAY",471,2,1446
"8502","COMMUNE_0000000009738489","50462",200069425,"50",28,"SAINT CYR DU BAILLEUL",394,5,917
"8503","COMMUNE_0000000009749029","79101",200069748,"79",75,"COULONGES SUR L AUTIZE",2351,34,1117
"8504","COMMUNE_0000000009754478","15042",200066637,"15",84,"CHAPELLE LAURENT",280,3,648
"8505","COMMUNE_0000000009754679","15158",200066637,"15",84,"RAGEADE",97,NA,NA
"8506","COMMUNE_0000000009754476","43133",200073393,"43",84,"MERCOEUR",140,NA,NA
"8507","COMMUNE_0000000009737164","50193",200069425,"50",28,"FRESNE PORET",214,4,1085
"8508","COMMUNE_0000000009755292","48110",200069185,"48",76,"PAULHAC EN MARGERIDE",100,NA,NA
"8509","COMMUNE_0000000009755294","48077",200069185,"48",76,"JULIANGES",57,NA,NA
"8510","COMMUNE_0000000009745479","37117",200072981,"37",24,"HOMMES",892,6,1064
"8511","COMMUNE_0000000009738955","53125",245300389,"53",52,"LANDIVY",1147,13,1161
"8512","COMMUNE_0000000009738496","50570",200069425,"50",28,"SAVIGNY LE VIEUX",445,8,1312
"8513","COMMUNE_0000000009753924","17129",200041523,"17",75,"COURPIGNAC",408,4,1219
"8514","COMMUNE_0000000009727173","59017",245900410,"59",32,"ARMENTIERES",25015,359,1696
"8515","COMMUNE_0000000009744169","70047",247000367,"70",27,"BAIGNES",98,1,1358
"8516","COMMUNE_0000000009740218","72164",200072700,"72",52,"LIVET EN SAOSNOIS",70,NA,NA
"8517","COMMUNE_0000000009742039","35266",243500139,"35",53,"SAINT ERBLON",2925,27,2067
"8518","COMMUNE_0000000009738052","61401",200071520,"61",28,"SAINT GILLES DES MARAIS",113,NA,NA
"8519","COMMUNE_0000000009750432","74228",247400112,"74",84,"SAINT BLAISE",350,2,4108
"8520","COMMUNE_0000000009735835","57423",245701206,"57",44,"LUBECOURT",72,NA,NA
"8521","COMMUNE_0000000009753057","42271",244200770,"42",84,"SAINT PAUL EN JAREZ",4837,36,1898
"8522","COMMUNE_0000000009755103","15095",241500230,"15",84,"LAROQUEVIEILLE",349,6,982
"8523","COMMUNE_0000000009744320","72330",200073112,"72",52,"SAVIGNE SOUS LE LUDE",430,2,896
"8524","COMMUNE_0000000009744900","49334",200068955,"49",52,"SERMAISE",319,5,1217
"8525","COMMUNE_0000000009754267","15043",200066637,"15",84,"CHARMENSAC",84,NA,NA
"8526","COMMUNE_0000000009738485","61021",200071520,"61",28,"AVRILLY",109,4,833
"8527","COMMUNE_0000000009735703","50357",200043354,"50",28,"MORIGNY",89,NA,NA
"8528","COMMUNE_0000000009735699","14424",200068799,"14",28,"MESNIL ROBERT",194,1,923
"8529","COMMUNE_0000000009738483","61145",200071520,"61",28,"DOMFRONT EN POIRAIE",4276,42,948
"8530","COMMUNE_0000000043563980","65476",200072106,"65",76,"VILLENAVE PRES BEARN",54,NA,NA
"8531","COMMUNE_0000000009744623","49163",200068955,"49",52,"JARZE VILLAGES",2746,26,1257
"8532","COMMUNE_0000000009744892","37137",200072981,"37",24,"LUBLE",145,NA,NA
"8533","COMMUNE_0000000009738056","50029",200069425,"50",28,"BARENTON",1181,6,1101
"8534","COMMUNE_0000000009753200","16030",200029734,"16",75,"BARRET",1023,11,1159
"8535","COMMUNE_0000000009738495","50090",200069425,"50",28,"BUAIS LES MONTS",629,7,734
"8536","COMMUNE_0000000009756475","46054",244600573,"46",76,"CANIAC DU CAUSSE",360,4,1440
"8537","COMMUNE_0000000009735108","27023",242700276,"27",28,"AULNAY SUR ITON",710,8,2000
"8538","COMMUNE_0000000009732797","57101",245700372,"57",44,"BOUSBACH",1217,NA,NA
"8539","COMMUNE_0000000009745488","49261",200071876,"49",52,"GENNES VAL DE LOIRE",8679,98,1517
"8540","COMMUNE_0000000009746571","18253",200066330,"18",24,"SOULANGIS",485,3,1072
"8541","COMMUNE_0000000009753592","43050",244301099,"43",84,"CHAMBEZON",111,1,838
"8542","COMMUNE_0000000009757072","07115",200039808,"07",84,"LABEAUME",680,7,2094
"8543","COMMUNE_0000000009753819","63007",200070407,"63",84,"APCHAT",166,2,1559
"8544","COMMUNE_0000000009762185","31483",200072643,"31",76,"SAINT GAUDENS",11431,152,1039
"8545","COMMUNE_0000000009747008","21566",200071173,"21",27,"SAINT PIERRE EN VAUX",147,1,890
"8546","COMMUNE_0000000009745181","49237",244900882,"49",52,"PELLERINE",145,2,688
"8547","COMMUNE_0000000009742261","45099",200035764,"45",24,"COINCES",563,7,1580
"8548","COMMUNE_0000000009759860","06029",200039915,"06",93,"CANNES",74152,1862,4894
"8549","COMMUNE_0000000009743466","70522",200041879,"70",27,"VAROGNE",141,NA,NA
"8550","COMMUNE_0000000009738952","53091",245300389,"53",52,"DESERTINES",484,3,1476
"8551","COMMUNE_0000000009745187","49171",200071876,"49",52,"LANDE CHASLES",122,4,1625
"8552","COMMUNE_0000000009744512","21695",242101459,"21",27,"VILLENEUVE LES CONVERS",47,NA,NA
"8553","COMMUNE_0000000009743988","72098",200073112,"72",52,"COULONGE",527,15,1003
"8554","COMMUNE_0000000009737166","50582",200069425,"50",28,"SOURDEVAL",3162,47,1217
"8555","COMMUNE_0000000009736687","61030",200035814,"61",28,"BAZOQUE",263,1,1259
"8556","COMMUNE_0000000009737623","50200",200069425,"50",28,"GER",814,14,1091
"8557","COMMUNE_0000000009737154","61222",200035814,"61",28,"LANDISACQ",746,8,1122
"8558","COMMUNE_0000000009743997","49127",200068955,"49",52,"DURTAL",3371,44,1143
"8559","COMMUNE_0000000009738607","67368",246700744,"67",44,"OTTROTT",1548,NA,NA
"8560","COMMUNE_0000000009736697","50525",200069425,"50",28,"SAINT MICHEL DE MONTJOIE",307,3,733
"8561","COMMUNE_0000000009744317","72283",200073112,"72",52,"SAINT GERMAIN D ARCE",338,3,770
"8562","COMMUNE_0000000009743987","72369",200073112,"72",52,"VERNEIL LE CHETIF",619,4,855
"8563","COMMUNE_0000000009742625","72260",247200132,"72",52,"RUAUDIN",3402,37,1872
"8564","COMMUNE_0000000009734638","14478",200069532,"14",28,"ORBEC",2083,26,1293
"8565","COMMUNE_0000000009740992","72112",200072676,"72",52,"DANGEUL",478,9,898
"8566","COMMUNE_0000000009743643","72191",200073112,"72",52,"MAYET",3140,40,1260
"8567","COMMUNE_0000000009758886","32243",243200458,"32",76,"MAULEON D ARMAGNAC",278,NA,NA
"8568","COMMUNE_0000000009728361","62409",200069482,"62",32,"HANNESCAMPS",198,1,1724
"8569","COMMUNE_0000000009741347","72340",200068963,"72",52,"SOULIGNE SOUS BALLON",1209,12,1362
"8570","COMMUNE_0000000009743290","72124",247200447,"72",52,"ECOMMOY",4632,51,1365
"8571","COMMUNE_0000000009737162","61374",200071520,"61",28,"SAINT CHRISTOPHE DE CHAULIEU",95,1,1000
"8572","COMMUNE_0000000009753589","63356",200070407,"63",84,"SAINT GERVAZY",324,3,1007
"8573","COMMUNE_0000000009737601","61512",246100390,"61",28,"YVETEAUX",102,NA,NA
"8574","COMMUNE_0000000009728886","80148",247600588,"80",32,"BUIGNY LES GAMACHES",421,5,1465
"8575","COMMUNE_0000000009742958","72350",247200447,"72",52,"TELOCHE",3021,29,1698
"8576","COMMUNE_0000000009736685","61078",200035814,"61",28,"CERISY BELLE ETOILE",729,7,1188
"8577","COMMUNE_0000000009752487","73214",247300528,"73",84,"ROCHEFORT",224,2,2268
"8578","COMMUNE_0000000009749292","01173",240100750,"01",84,"GEX",12652,191,3945
"8579","COMMUNE_0000000009754055","15098",200066637,"15",84,"LAURIE",91,1,1167
"8580","COMMUNE_0000000009737137","61339",246100390,"61",28,"PUTANGES LE LAC",2200,25,1114
"8581","COMMUNE_0000000009755091","15262",200066660,"15",84,"VILLEDIEU",549,2,1317
"8582","COMMUNE_0000000009743982","72183",200070373,"72",52,"MARCON",1050,16,1080
"8583","COMMUNE_0000000009736662","61199",246100390,"61",28,"HABLOVILLE",323,2,1016
"8584","COMMUNE_0000000009740978","72245",247200686,"72",52,"PREVAL",686,6,1043
"8585","COMMUNE_0000000009754283","19111",241900133,"19",75,"LAVAL SUR LUZEGE",99,6,958
"8586","COMMUNE_0000000009754477","43006",200073393,"43",84,"ALLY",145,1,763
"8587","COMMUNE_0000000009747484","71539",200070530,"71",27,"TINTRY",78,NA,NA
"8588","COMMUNE_0000000009728186","62697",200044048,"62",32,"RECOURT",216,NA,NA
"8589","COMMUNE_0000000009754895","15237",200066660,"15",84,"TIVIERS",169,NA,NA
"8590","COMMUNE_0000000009753597","63220",200070407,"63",84,"MAZOIRES",99,2,887
"8591","COMMUNE_0000000009741984","72328",247200132,"72",52,"SARGE LES LE MANS",3575,45,1926
"8592","COMMUNE_0000000009737134","61189",246100390,"61",28,"GIEL COURTEILLES",432,5,1059
"8593","COMMUNE_0000000009754891","43065",200073393,"43",84,"CHASTEL",132,2,829
"8594","COMMUNE_0000000009747737","18031",200007177,"18",24,"BLET",579,5,813
"8595","COMMUNE_0000000009737599","61237",200068450,"61",28,"LOUGE SUR MAIRE",319,2,924
"8596","COMMUNE_0000000009735798","57100",245700950,"57",44,"BOURSCHEID",181,NA,NA
"8597","COMMUNE_0000000009737153","61443",200035814,"61",28,"SAINT PAUL",666,7,1105
"8598","COMMUNE_0000000009742988","53084",200048551,"53",52,"CRAON",4513,48,1188
"8599","COMMUNE_0000000009737156","61095",200035814,"61",28,"CHAPELLE BICHE",526,5,819
"8600","COMMUNE_0000000009737596","61473",200068450,"61",28,"SEVRAI",254,3,1323
"8601","COMMUNE_0000000009736666","61084",246100390,"61",28,"CHAMPCERIE",156,1,1665
"8602","COMMUNE_0000000009742656","53260",200048551,"53",52,"SIMPLE",443,2,920
"8603","COMMUNE_0000000009731792","76475",200023414,"76",28,"FRANQUEVILLE SAINT PIERRE",6156,73,2399
"8604","COMMUNE_0000000009732335","57599",200067650,"57",44,"ROUPELDANGE",376,NA,NA
"8605","COMMUNE_0000000009737139","61265",246100390,"61",28,"MENIL GONDOUIN",173,4,804
"8606","COMMUNE_0000000009738936","61482",200068443,"61",28,"TESSE FROULAY",393,4,1151
"8607","COMMUNE_0000000009757738","06129",200030195,"06",93,"SAINT SAUVEUR SUR TINEE",323,1,408
"8608","COMMUNE_0000000009754680","15097",200066660,"15",84,"LASTIC",128,1,373
"8609","COMMUNE_0000000009731903","57309",200067486,"57",44,"HEINING LES BOUZONVILLE",488,NA,NA
"8610","COMMUNE_0000000009760032","32330",243200508,"32",76,"PRECHAC SUR ADOUR",203,3,889
"8611","COMMUNE_0000000009754894","15130",200066660,"15",84,"MONTCHAMP",136,1,1429
"8612","COMMUNE_0000000009739410","53235",200055887,"53",52,"SAINTE MARIE DU BOIS",212,5,705
"8613","COMMUNE_0000000009750316","03216",200071082,"03",84,"RONNET",175,4,891
"8614","COMMUNE_0000000009741578","10018",200071041,"10",44,"AUXON",980,10,1193
"8615","COMMUNE_0000000009737605","61402",246100390,"61",28,"SAINT HILAIRE DE BRIOUZE",317,3,837
"8616","COMMUNE_0000000009737147","61148",200035814,"61",28,"DURCET",304,3,934
"8617","COMMUNE_0000000009744692","25350",200065647,"25",27,"LOUGRES",779,7,1182
"8618","COMMUNE_0000000009754896","15188",200066660,"15",84,"SAINT GEORGES",1178,3,1150
"8619","COMMUNE_0000000009753587","43120",244301099,"43",84,"LEMPDES SUR ALLAGNON",1338,12,1290
"8620","COMMUNE_0000000009729250","80699",200071181,"80",32,"SAINT AUBIN RIVIERE",111,1,2313
"8621","COMMUNE_0000000009754682","15259",200066660,"15",84,"VIEILLESPESSE",257,NA,NA
"8622","COMMUNE_0000000009743324","53033",200048551,"53",52,"BOISSIERE",114,2,905
"8623","COMMUNE_0000000009743323","53035",200048551,"53",52,"BOUCHAMPS LES CRAON",553,3,1458
"8624","COMMUNE_0000000009741019","53146",200055887,"53",52,"MARTIGNE SUR MAYENNE",1830,15,1481
"8625","COMMUNE_0000000009740640","53048",245300355,"53",52,"CHAILLAND",1197,18,1191
"8626","COMMUNE_0000000009748578","36108",200018521,"36",24,"LYS SAINT GEORGES",224,5,846
"8627","COMMUNE_0000000009731099","76107",200070449,"76",28,"BOIS GUILBERT",320,4,1490
"8628","COMMUNE_0000000009751741","38083",200068542,"38",84,"CHARETTE",463,5,1307
"8629","COMMUNE_0000000009734445","02213",200072031,"02",32,"CONNIGIS",328,11,1565
"8630","COMMUNE_0000000009762262","64506",200067262,"64",75,"SARRANCE",169,1,1048
"8631","COMMUNE_0000000009730234","08205",240800862,"08",44,"HAGNICOURT",79,NA,NA
"8632","COMMUNE_0000000009737615","61024",200035814,"61",28,"BANVOU",621,5,879
"8633","COMMUNE_0000000009749552","01346",200071751,"01",84,"SAINT DIDIER D AUSSIAT",879,13,1392
"8634","COMMUNE_0000000009747172","39248",200071595,"39",27,"GERAISE",41,2,606
"8635","COMMUNE_0000000009741045","35216",243500139,"35",53,"PARTHENAY DE BRETAGNE",1675,12,1816
"8636","COMMUNE_0000000009737606","61332",200035814,"61",28,"POINTEL",326,4,1038
"8637","COMMUNE_0000000009737248","29055",242900793,"29",53,"FOLGOET",3172,46,1454
"8638","COMMUNE_0000000009738047","61035",200071652,"61",28,"BEAUVAIN",266,2,1336
"8639","COMMUNE_0000000009738930","53173",200042182,"53",52,"PALLU",199,2,800
"8640","COMMUNE_0000000009741648","28121",200070159,"28",24,"DAMBRON",98,2,965
"8641","COMMUNE_0000000009737608","61227",246100390,"61",28,"LIGNOU",146,1,1042
"8642","COMMUNE_0000000009739407","53142",200042182,"53",52,"MADRE",310,8,651
"8643","COMMUNE_0000000009742987","53180",200048551,"53",52,"POMMERIEUX",661,4,893
"8644","COMMUNE_0000000009742986","53124",245300447,"53",52,"PREE D ANJOU",1435,13,977
"8645","COMMUNE_0000000009752463","73277",200069110,"73",84,"SAINTE REINE",153,3,1140
"8646","COMMUNE_0000000009743314","53078",245300447,"53",52,"COUDRAY",867,5,1499
"8647","COMMUNE_0000000009754771","33230",200070092,"33",75,"LAPOUYADE",504,8,1419
"8648","COMMUNE_0000000009750431","74306",247400112,"74",84,"VILLY LE BOUVERET",602,5,4575
"8649","COMMUNE_0000000009752824","42043",244200770,"42",84,"CHAMBOEUF",1669,23,2272
"8650","COMMUNE_0000000009743334","44148",200072726,"44",52,"RUFFIGNE",708,8,931
"8651","COMMUNE_0000000009755324","15189",200066678,"15",84,"SAINT GERONS",214,6,1467
"8652","COMMUNE_0000000009742355","35127",200043990,"35",53,"GUIGNEN",3851,35,1598
"8653","COMMUNE_0000000009754685","15055",200066660,"15",84,"COREN",426,2,1008
"8654","COMMUNE_0000000009737610","61459",200035814,"61",28,"SAIRES LA VERRERIE",305,4,1187
"8655","COMMUNE_0000000009754677","15048",200066637,"15",84,"CHAZELLES",36,NA,NA
"8656","COMMUNE_0000000009738473","61243",200071652,"61",28,"MAGNY LE DESERT",1416,16,1150
"8657","COMMUNE_0000000009728479","59138",200030633,"59",32,"CATTENIERES",673,5,933
"8658","COMMUNE_0000000009737614","61163",200035814,"61",28,"FERRIERE AUX ETANGS",1499,14,933
"8659","COMMUNE_0000000009750211","01307",200042935,"01",84,"PORT",855,4,1413
"8660","COMMUNE_0000000009736683","61007",200035814,"61",28,"ATHIS VAL DE ROUVRE",4275,59,1153
"8661","COMMUNE_0000000009740021","88189",200068559,"88",44,"FREVILLE",153,2,473
"8662","COMMUNE_0000000009736682","61011",200035814,"61",28,"AUBUSSON",427,1,750
"8663","COMMUNE_0000000009738046","61195",200035814,"61",28,"GRAIS",199,3,965
"8664","COMMUNE_0000000009755088","15168",200066660,"15",84,"RUYNES EN MARGERIDE",687,9,1375
"8665","COMMUNE_0000000009754054","15126",200066637,"15",84,"MOLEDES",98,2,912
"8666","COMMUNE_0000000009738933","61257",200071652,"61",28,"MEHOUDIN",126,2,567
"8667","COMMUNE_0000000009754676","43169",200073393,"43",84,"SAINT AUSTREMOINE",43,1,802
"8668","COMMUNE_0000000009754899","15004",200066660,"15",84,"ANDELAT",461,3,1655
"8669","COMMUNE_0000000009742330","53082",200048551,"53",52,"COURBEVEILLE",640,6,1161
"8670","COMMUNE_0000000009753821","15105",200066637,"15",84,"LEYVAUX",37,NA,NA
"8671","COMMUNE_0000000009754716","19257",200066769,"19",75,"SERILHAC",268,2,1018
"8672","COMMUNE_0000000009738049","61124",200035814,"61",28,"COULONCHE",495,6,922
"8673","COMMUNE_0000000009760794","64524",200067296,"64",75,"SIMACOURBE",396,2,2143
"8674","COMMUNE_0000000009755301","15002",200066660,"15",84,"ALLEUZE",212,1,800
"8675","COMMUNE_0000000009731422","60359",246000913,"60",32,"LHERAULE",191,1,1636
"8676","COMMUNE_0000000009754898","15187",200066660,"15",84,"SAINT FLOUR",6504,71,1426
"8677","COMMUNE_0000000009754152","17378",200041523,"17",75,"SAINT PALAIS DE NEGRIGNAC",436,5,996
"8678","COMMUNE_0000000009737148","61466",200035814,"61",28,"SELLE LA FORGE",1462,15,1133
"8679","COMMUNE_0000000009753585","43185",244301099,"43",84,"SAINTE FLORINE",3123,47,1052
"8680","COMMUNE_0000000009742014","53175",200083392,"53",52,"PARNE SUR ROC",1335,13,1486
