"","ID","INSEE_COM","CODE_EPCI","INSEE_DEP","INSEE_REG","NOM_COM_M","POPULATION","Nb_Transac","Prixm2_Moy"
"20387","COMMUNE_0000000009762683","11424",200043776,"11",76,"VILLEFORT",91,NA,NA
"20388","COMMUNE_0000000009762119","11204",200071926,"11",76,"LIGNAIROLLES",42,NA,NA
"20389","COMMUNE_0000000009762681","11142",200071926,"11",76,"FESTES ET SAINT ANDRE",208,3,767
"20390","COMMUNE_0000000009762684","11346",200043776,"11",76,"SAINT JEAN DE PARACOL",120,NA,NA
"20391","COMMUNE_0000000009762107","11328",200071926,"11",76,"ROUTIER",249,6,1290
"20392","COMMUNE_0000000009762315","11119",200071926,"11",76,"DIGNE D AMONT",285,3,1166
"20393","COMMUNE_0000000009762326","11100",200043776,"11",76,"CORBIERES",28,NA,NA
"20394","COMMUNE_0000000009762112","11228",200071926,"11",76,"MAZEROLLES DU RAZES",163,1,714
"20395","COMMUNE_0000000009762293","11083",200035715,"11",76,"CAUNETTES EN VAL",46,1,716
"20396","COMMUNE_0000000009762316","11003",200071926,"11",76,"AJAC",188,2,691
"20397","COMMUNE_0000000009762494","11006",200035863,"11",76,"ALBAS",76,1,1343
"20398","COMMUNE_0000000009762656","11213",200070365,"11",76,"MAISONS",45,2,1619
"20399","COMMUNE_0000000009762288","11386",200035863,"11",76,"TALAIRAN",465,8,1191
"20400","COMMUNE_0000000009762652","11125",200070365,"11",76,"EMBRES ET CASTELMAURE",152,4,1414
"20401","COMMUNE_0000000009762283","11295",241100593,"11",76,"PORTEL DES CORBIERES",1343,17,1413
"20402","COMMUNE_0000000009762655","11271",200035863,"11",76,"PALAIRAC",28,1,2622
"20403","COMMUNE_0000000009762793","11144",200070365,"11",76,"FITOU",1055,46,1867
"20404","COMMUNE_0000000009762286","11176",200035863,"11",76,"JONQUIERES",59,1,389
"20405","COMMUNE_0000000009748581","36131",200068872,"36",24,"MOSNAY",477,3,882
"20406","COMMUNE_0000000009762490","11322",241100593,"11",76,"ROQUEFORT DES CORBIERES",1041,21,1773
"20407","COMMUNE_0000000009762492","11124",200070365,"11",76,"DURBAN CORBIERES",646,8,1095
"20408","COMMUNE_0000000009762654","11305",200035863,"11",76,"QUINTILLAN",58,NA,NA
"20409","COMMUNE_0000000009762491","11436",200070365,"11",76,"VILLESEQUE DES CORBIERES",376,4,900
"20410","COMMUNE_0000000009762799","11245",200070365,"11",76,"MONTGAILLARD",45,2,857
"20411","COMMUNE_0000000009762648","11086",241100593,"11",76,"CAVES",858,15,1771
"20412","COMMUNE_0000000009762496","11137",200035863,"11",76,"FELINES TERMENES",112,3,876
"20413","COMMUNE_0000000009762659","11224",200035863,"11",76,"MASSAC",30,NA,NA
"20414","COMMUNE_0000000009762285","11152",200070365,"11",76,"FONTJONCOUSE",131,4,1630
"20415","COMMUNE_0000000009762657","11117",200035863,"11",76,"DAVEJEAN",117,NA,NA
"20416","COMMUNE_0000000009762647","11398",241100593,"11",76,"TREILLES",246,5,1512
"20417","COMMUNE_0000000009762282","11379",241100593,"11",76,"SIGEAN",5470,81,1792
"20418","COMMUNE_0000000009759471","12039",200067163,"12",76,"BRUSQUE",285,1,999
"20419","COMMUNE_0000000009759478","81314",200066553,"81",76,"VIANE",538,7,669
"20420","COMMUNE_0000000009759476","81282",200066553,"81",76,"SENAUX",33,NA,NA
"20421","COMMUNE_0000000009760171","81134",200066553,"81",76,"LAMONTELARIE",74,2,1419
"20422","COMMUNE_0000000009760170","34293",200066553,"34",76,"SALVETAT SUR AGOUT",1131,43,1241
"20423","COMMUNE_0000000009748992","86291",200070043,"86",75,"VILLEMORT",104,2,545
"20424","COMMUNE_0000000009759932","34235",200066553,"34",76,"ROSIS",295,7,877
"20425","COMMUNE_0000000009760391","34305",200066553,"34",76,"SOULIE",127,9,1518
"20426","COMMUNE_0000000009759702","81124",200066553,"81",76,"LACAUNE",2507,27,1188
"20427","COMMUNE_0000000009760169","34107",200066553,"34",76,"FRAISSE SUR AGOUT",338,4,673
"20428","COMMUNE_0000000009759474","12163",200067163,"12",76,"MURASSON",186,3,721
"20429","COMMUNE_0000000009759477","81085",200066553,"81",76,"ESCROUX",50,NA,NA
"20430","COMMUNE_0000000009759934","81193",200066553,"81",76,"NAGES",327,11,2096
"20431","COMMUNE_0000000009759698","34055",200066553,"34",76,"CASTANET LE HAUT",202,1,1322
"20432","COMMUNE_0000000009759705","81028",200066553,"81",76,"BERLATS",104,3,466
"20433","COMMUNE_0000000009759700","81192",200066553,"81",76,"MURAT SUR VEBRE",832,11,727
"20434","COMMUNE_0000000009759473","81023",200066553,"81",76,"BARRE",206,2,572
"20435","COMMUNE_0000000009759933","34046",200066553,"34",76,"CAMBON ET SALVERGUES",48,2,1022
"20436","COMMUNE_0000000009762532","09115",200044469,"09",76,"ESCLAGNE",144,1,1719
"20437","COMMUNE_0000000009760393","81014",200066553,"81",76,"ANGLES",508,6,1038
"20438","COMMUNE_0000000009760168","34271",200066348,"34",76,"SAINT JULIEN",219,5,2158
"20439","COMMUNE_0000000009762823","09051",240900464,"09",76,"BENAIX",144,1,725
"20440","COMMUNE_0000000009762342","09107",200044469,"09",76,"DUN",561,7,911
"20441","COMMUNE_0000000009762334","09266",200044469,"09",76,"SAINT JULIEN DE GRAS CAPOU",56,NA,NA
"20442","COMMUNE_0000000009762126","09194",200044469,"09",76,"MIREPOIX",3191,44,1598
"20443","COMMUNE_0000000009762691","09043",200044469,"09",76,"BASTIDE SUR L HERS",678,10,916
"20444","COMMUNE_0000000009762692","09003",240900464,"09",76,"AIGUILLON",424,5,905
"20445","COMMUNE_0000000009762696","09160",240900464,"09",76,"LAVELANET",6165,69,893
"20446","COMMUNE_0000000009762529","09233",200044469,"09",76,"PRADETTES",49,2,1074
"20447","COMMUNE_0000000009762690","09165",240900464,"09",76,"LESPARROU",232,4,830
"20448","COMMUNE_0000000009761918","11290",200035707,"11",76,"PLAIGNE",116,NA,NA
"20449","COMMUNE_0000000009762124","11291",200035707,"11",76,"PLAVILLA",112,2,1896
"20450","COMMUNE_0000000009762533","09002",200044469,"09",76,"AIGUES VIVES",654,5,1625
"20451","COMMUNE_0000000009762127","09178",200044469,"09",76,"MALEGOUDE",46,NA,NA
"20452","COMMUNE_0000000009762128","09089",200044469,"09",76,"CAZALS DES BAYLES",55,1,1250
"20453","COMMUNE_0000000009762123","11343",200035707,"11",76,"SAINT GAUDERIC",106,NA,NA
"20454","COMMUNE_0000000009762333","09314",200044469,"09",76,"TOURTROL",290,1,1879
"20455","COMMUNE_0000000009762527","09305",240900464,"09",76,"TABRE",375,NA,NA
"20456","COMMUNE_0000000009761914","11312",200035707,"11",76,"RIBOUISSE",109,1,417
"20457","COMMUNE_0000000009762689","09229",200044469,"09",76,"PEYRAT",479,8,1029
"20458","COMMUNE_0000000009762129","09180",200044469,"09",76,"MANSES",129,4,1155
"20459","COMMUNE_0000000009762332","09039",200044469,"09",76,"BASTIDE DE BOUSIGNAC",336,3,1206
"20460","COMMUNE_0000000009762535","09168",240900464,"09",76,"LIEURAC",183,1,932
"20461","COMMUNE_0000000009762327","11080",200043776,"11",76,"VAL DE LAMBRONNE",195,4,1548
"20462","COMMUNE_0000000009762335","09102",200044469,"09",76,"COUTENS",172,1,2087
"20463","COMMUNE_0000000009762337","09341",200044469,"09",76,"VIVIES",113,1,811
"20464","COMMUNE_0000000009762131","09309",200044469,"09",76,"TEILHET",156,4,930
"20465","COMMUNE_0000000009762688","09262",240900464,"09",76,"SAINT JEAN D AIGUES VIVES",388,1,1141
"20466","COMMUNE_0000000009762331","09150",200044469,"09",76,"LAGARDE",191,2,1388
"20467","COMMUNE_0000000009762523","09316",200044469,"09",76,"TROYE D ARIEGE",89,1,580
"20468","COMMUNE_0000000009762528","09281",240900464,"09",76,"SAUTEL",103,1,1195
"20469","COMMUNE_0000000009762702","09142",240900464,"09",76,"ILHAT",114,2,749
"20470","COMMUNE_0000000009762530","09169",200044469,"09",76,"LIMBRASSAC",127,4,1761
"20471","COMMUNE_0000000009762697","09106",240900464,"09",76,"DREUILHE",354,3,982
"20472","COMMUNE_0000000009762526","09048",200044469,"09",76,"BELLOC",74,NA,NA
"20473","COMMUNE_0000000009762524","09243",200044469,"09",76,"REGAT",86,NA,NA
"20474","COMMUNE_0000000009762328","09274",200044469,"09",76,"SAINT QUENTIN LA TOUR",335,NA,NA
"20475","COMMUNE_0000000009761909","11268",200035707,"11",76,"ORSANS",100,NA,NA
"20476","COMMUNE_0000000009762822","09047",240900464,"09",76,"BELESTA",1046,14,1247
"20477","COMMUNE_0000000009761212","11361",200035855,"11",76,"SAINT PAPOUL",818,12,1701
"20478","COMMUNE_0000000009761917","11419",200035707,"11",76,"VILLAUTOU",63,NA,NA
"20479","COMMUNE_0000000009762686","11336",200043776,"11",76,"SAINTE COLOMBE SUR L HERS",438,6,986
"20480","COMMUNE_0000000009761214","11076",200035855,"11",76,"CASTELNAUDARY",11213,103,1466
"20481","COMMUNE_0000000009762323","11400",200043776,"11",76,"TREZIERS",102,NA,NA
"20482","COMMUNE_0000000009761463","11334",200035855,"11",76,"SAINTE CAMELLE",119,2,1810
"20483","COMMUNE_0000000009761913","11348",200035707,"11",76,"SAINT JULIEN DE BRIOLA",86,NA,NA
"20484","COMMUNE_0000000009762336","09052",200044469,"09",76,"BESSET",166,1,1099
"20485","COMMUNE_0000000009762522","09074",200044469,"09",76,"CAMON",141,2,1100
"20486","COMMUNE_0000000009762525","09161",200044469,"09",76,"LERAN",593,9,912
"20487","COMMUNE_0000000009761454","11356",200035855,"11",76,"SAINT MARTIN LALANDE",1121,8,1511
"20488","COMMUNE_0000000009762531","09157",240900464,"09",76,"LAROQUE D OLMES",2454,20,983
"20489","COMMUNE_0000000009762117","11375",200071926,"11",76,"SEIGNALENS",33,1,800
"20490","COMMUNE_0000000009762694","09242",240900464,"09",76,"RAISSAC",46,NA,NA
"20491","COMMUNE_0000000009761213","11175",200035855,"11",76,"ISSEL",492,6,1273
"20492","COMMUNE_0000000009761461","11114",200035855,"11",76,"CUMIES",36,NA,NA
"20493","COMMUNE_0000000009761694","11195",200035855,"11",76,"LAURABUC",410,4,1292
"20494","COMMUNE_0000000009761916","11087",200035707,"11",76,"CAZALRENOUX",89,1,938
"20495","COMMUNE_0000000009761701","11365",200035707,"11",76,"SAINT SERNIN",36,NA,NA
"20496","COMMUNE_0000000009761458","11275",200035855,"11",76,"PAYRA SUR L HERS",199,NA,NA
"20497","COMMUNE_0000000009761457","11138",200035855,"11",76,"FENDEILLE",548,6,1386
"20498","COMMUNE_0000000009761209","11089",200035707,"11",76,"CENNE MONESTIES",399,6,852
"20499","COMMUNE_0000000009760932","11399",200035855,"11",76,"TREVILLE",102,1,1404
"20500","COMMUNE_0000000009761211","11407",200035855,"11",76,"VERDUN EN LAURAGAIS",276,6,1422
"20501","COMMUNE_0000000009761703","11278",200035707,"11",76,"PECH LUNA",76,3,847
"20502","COMMUNE_0000000009760392","81231",248100745,"81",76,"ROUAIROUX",370,5,1099
"20503","COMMUNE_0000000009760656","34193",200066348,"34",76,"PARDAILHAN",185,6,1539
"20504","COMMUNE_0000000009761449","11308",200035715,"11",76,"RAISSAC SUR LAMPY",459,7,1570
"20505","COMMUNE_0000000009761221","11178",200035855,"11",76,"LABASTIDE D ANJOU",1349,11,1390
"20506","COMMUNE_0000000009761425","11041",241100593,"11",76,"BIZE MINERVOIS",1169,27,1576
"20507","COMMUNE_0000000009761693","11049",200035707,"11",76,"BRAM",3200,31,1426
"20508","COMMUNE_0000000009761210","11439",200035707,"11",76,"VILLESPY",355,5,661
"20509","COMMUNE_0000000009758360","12284",241200914,"12",76,"TRUEL",346,7,1342
"20510","COMMUNE_0000000009761901","11254",200035707,"11",76,"MONTREAL",1899,20,1261
"20511","COMMUNE_0000000009761220","11243",200035855,"11",76,"MONTFERRAND",546,7,1854
"20512","COMMUNE_0000000009761448","11357",200035715,"11",76,"SAINT MARTIN LE VIEIL",225,3,986
"20513","COMMUNE_0000000009761219","11002",200035855,"11",76,"AIROUX",161,4,1124
"20514","COMMUNE_0000000009761217","11313",200035855,"11",76,"RICAUD",298,4,1357
"20515","COMMUNE_0000000009761459","11239",200035855,"11",76,"MONTAURIOL",87,NA,NA
"20516","COMMUNE_0000000009761915","11159",200035707,"11",76,"GAJA LA SELVE",147,3,1484
"20517","COMMUNE_0000000009761222","11030",200035855,"11",76,"BELFLOU",122,NA,NA
"20518","COMMUNE_0000000009761706","11231",200035855,"11",76,"MEZERVILLE",95,1,1404
"20519","COMMUNE_0000000009760946","31037",200071298,"31",76,"AVIGNONET LAURAGAIS",1491,16,1834
"20520","COMMUNE_0000000009761456","11225",200035855,"11",76,"MAS SAINTES PUELLES",916,6,947
"20521","COMMUNE_0000000009756689","12101",200067064,"12",76,"FLAGNAC",1060,5,1134
"20522","COMMUNE_0000000009761692","11438",200035707,"11",76,"VILLESISCLE",381,7,1093
"20523","COMMUNE_0000000009761218","11284",200035855,"11",76,"PEYRENS",501,3,1632
"20524","COMMUNE_0000000009760935","11300",200035855,"11",76,"PUGINIER",155,6,1198
"20525","COMMUNE_0000000009745742","41062",200072064,"41",24,"COUDDES",542,9,1111
"20526","COMMUNE_0000000009761700","11149",200035707,"11",76,"FONTERS DU RAZES",77,NA,NA
"20527","COMMUNE_0000000009761695","11234",200035855,"11",76,"MIREVAL LAURAGAIS",163,1,1731
"20528","COMMUNE_0000000009761208","11367",200042463,"11",76,"SAISSAC",930,15,1290
"20529","COMMUNE_0000000009761227","11166",200035855,"11",76,"GOURVIEILLE",73,NA,NA
"20530","COMMUNE_0000000009761697","11196",200035707,"11",76,"LAURAC",172,2,890
"20531","COMMUNE_0000000009761453","11192",200035855,"11",76,"LASBORDES",792,2,1069
"20532","COMMUNE_0000000009761702","11283",200035855,"11",76,"PEYREFITTE SUR L HERS",75,1,1614
"20533","COMMUNE_0000000009761215","11383",200035855,"11",76,"SOUILHE",317,2,1551
"20534","COMMUNE_0000000009761207","11428",200035855,"11",76,"VILLEMAGNE",262,6,1245
"20535","COMMUNE_0000000009761452","11281",200035707,"11",76,"PEXIORA",1235,10,1125
"20536","COMMUNE_0000000009761704","11226",200035855,"11",76,"MAYREVILLE",74,2,834
"20537","COMMUNE_0000000009760659","81115",248100745,"81",76,"LABASTIDE ROUAIROUX",1410,21,988
"20538","COMMUNE_0000000009761698","11331",200035707,"11",76,"SAINT AMANS",64,1,1913
"20539","COMMUNE_0000000009761912","11072",200035707,"11",76,"CASSAIGNE",183,2,890
"20540","COMMUNE_0000000009761906","11153",200035707,"11",76,"FORCE",218,5,1809
"20541","COMMUNE_0000000009761919","11277",200035707,"11",76,"PECHARIC ET LE PY",27,1,1643
"20542","COMMUNE_0000000009760386","34030",200066348,"34",76,"BERLOU",199,2,828
"20543","COMMUNE_0000000009761216","11382",200035855,"11",76,"SOUILHANELS",366,5,1146
"20544","COMMUNE_0000000009761460","11238",200035855,"11",76,"MOLLEVILLE",124,1,913
"20545","COMMUNE_0000000009760933","11385",200035855,"11",76,"SOUPEX",256,2,2367
"20546","COMMUNE_0000000009761699","11162",200035707,"11",76,"GENERVILLE",61,NA,NA
"20547","COMMUNE_0000000009761450","11070",200035707,"11",76,"CARLIPA",337,3,1448
"20548","COMMUNE_0000000009761921","11057",200035707,"11",76,"CAHUZAC",34,NA,NA
"20549","COMMUNE_0000000009761176","34226",200042653,"34",76,"QUARANTE",1760,37,1442
"20550","COMMUNE_0000000009761223","11026",200035855,"11",76,"BARAIGNE",172,2,1930
"20551","COMMUNE_0000000009761875","11040",241100593,"11",76,"BIZANET",1640,27,1793
"20552","COMMUNE_0000000009761877","11210",200035863,"11",76,"LUC SUR ORBIEU",1140,21,1462
"20553","COMMUNE_0000000009761436","11286",200035715,"11",76,"PEYRIAC MINERVOIS",1124,9,1203
"20554","COMMUNE_0000000009762085","11256",200035863,"11",76,"MONTSERET",580,16,1966
"20555","COMMUNE_0000000009761184","34075",200066348,"34",76,"CESSERAS",384,9,2114
"20556","COMMUNE_0000000009761884","11095",200035715,"11",76,"COMIGNE",309,5,1490
"20557","COMMUNE_0000000009761673","11220",200035715,"11",76,"MARSEILLETTE",719,11,1155
"20558","COMMUNE_0000000009760655","34021",200042653,"34",76,"BABEAU BOULDOUX",298,6,1675
"20559","COMMUNE_0000000009762083","11024",241100593,"11",76,"BAGES",834,11,2081
"20560","COMMUNE_0000000009761658","11324",200035863,"11",76,"ROUBIA",511,8,1672
"20561","COMMUNE_0000000009760387","34250",200066348,"34",76,"SAINT ETIENNE D ALBAGNAN",313,5,1128
"20562","COMMUNE_0000000009761657","11217",241100593,"11",76,"MARCORIGNAN",1283,21,1757
"20563","COMMUNE_0000000009761652","11421",241100593,"11",76,"VILLEDAIGNE",509,4,1169
"20564","COMMUNE_0000000009761179","34004",200066348,"34",76,"AGEL",227,2,803
"20565","COMMUNE_0000000009761879","11148",200035863,"11",76,"FONTCOUVERTE",546,9,1183
"20566","COMMUNE_0000000009760910","34228",200066348,"34",76,"RIEUSSEC",69,1,741
"20567","COMMUNE_0000000009762284","11390",200035863,"11",76,"THEZAN DES CORBIERES",536,9,1260
"20568","COMMUNE_0000000009761189","11396",200035715,"11",76,"TRAUSSE",561,11,1201
"20569","COMMUNE_0000000009761669","11318",200035863,"11",76,"ROQUECOURBE MINERVOIS",127,6,1639
"20570","COMMUNE_0000000009761183","34158",200066348,"34",76,"MINERVE",130,1,1350
"20571","COMMUNE_0000000009760914","11200",200035715,"11",76,"LESPINASSIERE",133,4,1293
"20572","COMMUNE_0000000009760389","34229",200066348,"34",76,"RIOLS",758,13,1126
"20573","COMMUNE_0000000009761180","34059",200066348,"34",76,"CAUNETTE",304,5,969
"20574","COMMUNE_0000000009761661","11067",200035863,"11",76,"CANET",1743,30,1741
"20575","COMMUNE_0000000009760653","34218",200042653,"34",76,"PRADES SUR VERNAZOBRE",309,7,1446
"20576","COMMUNE_0000000009761432","11280",200035715,"11",76,"PEPIEUX",1058,10,1270
"20577","COMMUNE_0000000009761422","11366",241100593,"11",76,"SAINTE VALIERE",576,12,1530
"20578","COMMUNE_0000000009761880","11140",200035863,"11",76,"FERRALS LES CORBIERES",1181,19,1514
"20579","COMMUNE_0000000009761668","11337",200035863,"11",76,"SAINT COUAT D AUDE",413,7,1197
"20580","COMMUNE_0000000009761431","34189",200066348,"34",76,"OLONZAC",1805,20,1710
"20581","COMMUNE_0000000009761656","11264",241100593,"11",76,"NEVIAN",1290,14,1800
"20582","COMMUNE_0000000009761186","34302",200066348,"34",76,"SIRAN",725,16,1673
"20583","COMMUNE_0000000009760903","34089",200042653,"34",76,"CREISSAN",1370,17,1912
"20584","COMMUNE_0000000009761434","11022",200035715,"11",76,"AZILLE",1160,18,1136
"20585","COMMUNE_0000000009762084","11332",200035863,"11",76,"SAINT ANDRE DE ROQUELONGUE",1405,23,1619
"20586","COMMUNE_0000000009762087","11132",200035863,"11",76,"FABREZAN",1308,25,1618
"20587","COMMUNE_0000000009761424","11164",241100593,"11",76,"GINESTAS",1410,26,1691
"20588","COMMUNE_0000000009761878","11048",200035863,"11",76,"BOUTENAC",714,8,1188
"20589","COMMUNE_0000000009761421","11116",241100593,"11",76,"CUXAC D AUDE",4002,68,1698
"20590","COMMUNE_0000000009761876","11267",200035863,"11",76,"ORNAISONS",1208,10,1526
"20591","COMMUNE_0000000009761664","11241",200035863,"11",76,"MONTBRUN DES CORBIERES",307,10,1396
"20592","COMMUNE_0000000009761662","11013",200035863,"11",76,"ARGENS MINERVOIS",346,3,1844
"20593","COMMUNE_0000000009748995","86006",200070043,"86",75,"ANTIGNY",557,6,1104
"20594","COMMUNE_0000000009761663","11393",200035863,"11",76,"TOUROUZELLE",460,2,1707
"20595","COMMUNE_0000000009762090","11064",200035863,"11",76,"CAMPLONG D AUDE",358,9,1410
"20596","COMMUNE_0000000009761666","11126",200035863,"11",76,"ESCALES",457,7,950
"20597","COMMUNE_0000000009760909","34326",200066348,"34",76,"VELIEUX",83,NA,NA
"20598","COMMUNE_0000000009761428","34026",200066348,"34",76,"BEAUFORT",215,2,1326
"20599","COMMUNE_0000000009761427","34190",200066348,"34",76,"OUPIA",251,3,611
"20600","COMMUNE_0000000009761655","11307",241100593,"11",76,"RAISSAC D AUDE",256,7,1087
"20601","COMMUNE_0000000009760385","34232",200066348,"34",76,"ROQUEBRUN",605,17,1992
"20602","COMMUNE_0000000009761881","11098",200035863,"11",76,"CONILHAC CORBIERES",915,14,1361
"20603","COMMUNE_0000000009760912","34098",200066348,"34",76,"FERRALS LES MONTAGNES",178,4,2395
"20604","COMMUNE_0000000009761651","11258",241100593,"11",76,"MOUSSAN",1883,33,1763
"20605","COMMUNE_0000000009761426","11012",241100593,"11",76,"ARGELIERS",2111,42,1761
"20606","COMMUNE_0000000009760911","34034",200066348,"34",76,"BOISSET",42,NA,NA
"20607","COMMUNE_0000000009761182","34006",200066348,"34",76,"AIGNE",270,7,1203
"20608","COMMUNE_0000000009761670","11301",200035715,"11",76,"PUICHERIC",1179,11,1207
"20609","COMMUNE_0000000009761181","34007",200066348,"34",76,"AIGUES VIVES",468,2,1376
"20610","COMMUNE_0000000009762093","11185",200035863,"11",76,"LAGRASSE",546,13,1816
"20611","COMMUNE_0000000009760905","34339",200042653,"34",76,"VILLESPASSANS",167,1,508
"20612","COMMUNE_0000000009761653","11405",241100593,"11",76,"VENTENAC EN MINERVOIS",543,14,1357
"20613","COMMUNE_0000000009760660","34331",200066348,"34",76,"VERRERIES DE MOUSSANS",95,1,500
"20614","COMMUNE_0000000009761430","11212",241100593,"11",76,"MAILHAC",559,7,1830
"20615","COMMUNE_0000000009760906","34245",200042653,"34",76,"SAINT CHINIAN",1719,35,1298
"20616","COMMUNE_0000000009762291","11314",200035715,"11",76,"RIEUX EN VAL",90,2,1048
"20617","COMMUNE_0000000009747309","36135",243600293,"36",24,"MOULINS SUR CEPHONS",295,1,571
"20618","COMMUNE_0000000009761188","34097",200066348,"34",76,"FELINES MINERVOIS",474,10,1376
"20619","COMMUNE_0000000009761654","11360",241100593,"11",76,"SAINT NAZAIRE D AUDE",2013,31,1872
"20620","COMMUNE_0000000009761659","11273",200035863,"11",76,"PARAZA",621,12,1621
"20621","COMMUNE_0000000009761429","11296",241100593,"11",76,"POUZOLS MINERVOIS",525,15,1843
"20622","COMMUNE_0000000009761187","34141",200066348,"34",76,"LIVINIERE",544,12,1359
"20623","COMMUNE_0000000009761665","11203",200035863,"11",76,"LEZIGNAN CORBIERES",11334,152,1517
"20624","COMMUNE_0000000009762086","11351",200035863,"11",76,"SAINT LAURENT DE LA CABRERISSE",738,16,1222
"20625","COMMUNE_0000000009761423","11233",241100593,"11",76,"MIREPEISSET",762,13,1734
"20626","COMMUNE_0000000009760657","34284",200066348,"34",76,"SAINT PONS DE THOMIERES",1892,21,1045
"20627","COMMUNE_0000000009761185","34020",200066348,"34",76,"AZILLANET",368,9,1522
"20628","COMMUNE_0000000009762089","11311",200035863,"11",76,"RIBAUTE",279,2,993
"20629","COMMUNE_0000000009761660","11111",200035863,"11",76,"CRUSCADES",897,14,1623
"20630","COMMUNE_0000000009760654","34100",200066348,"34",76,"FERRIERES POUSSAROU",68,5,1579
"20631","COMMUNE_0000000009761420","11269",241100593,"11",76,"OUVEILLAN",2376,55,1311
"20632","COMMUNE_0000000009760907","34015",200042653,"34",76,"ASSIGNAN",164,4,1207
"20633","COMMUNE_0000000009757478","12190",241200807,"12",76,"PREVINQUIERES",306,NA,NA
"20634","COMMUNE_0000000009762088","11392",200035863,"11",76,"TOURNISSAN",276,4,1748
"20635","COMMUNE_0000000009761177","34170",200042653,"34",76,"MONTOULIERS",224,7,1723
"20636","COMMUNE_0000000009761671","11077",200035863,"11",76,"CASTELNAU D AUDE",489,6,1406
"20637","COMMUNE_0000000009761674","11042",200035715,"11",76,"BLOMAC",224,5,985
"20638","COMMUNE_0000000009761883","11122",200035715,"11",76,"DOUZENS",725,13,887
"20639","COMMUNE_0000000009761205","11150",200042463,"11",76,"FONTIERS CABARDES",450,10,1342
"20640","COMMUNE_0000000009762082","11285",241100593,"11",76,"PEYRIAC DE MER",1113,18,2025
"20641","COMMUNE_0000000009760904","34070",200042653,"34",76,"CEBAZAN",610,9,1633
"20642","COMMUNE_0000000009761435","11315",200035715,"11",76,"RIEUX MINERVOIS",1993,28,1077
"20643","COMMUNE_0000000009761874","11255",241100593,"11",76,"MONTREDON DES CORBIERES",1469,16,2006
"20644","COMMUNE_0000000009761419","11369",241100593,"11",76,"SALLELES D AUDE",2877,50,1723
"20645","COMMUNE_0000000009761650","11353",241100593,"11",76,"SAINT MARCEL SUR AUDE",1983,43,1766
"20646","COMMUNE_0000000009761178","34092",200042653,"34",76,"CRUZY",998,10,1418
"20647","COMMUNE_0000000009761882","11261",200035863,"11",76,"MOUX",698,9,1347
"20648","COMMUNE_0000000009760661","81278",248100745,"81",76,"SAUVETERRE",168,1,773
"20649","COMMUNE_0000000009761885","11068",200035715,"11",76,"CAPENDU",1491,16,1358
"20650","COMMUNE_0000000009760908","34269",200066348,"34",76,"SAINT JEAN DE MINERVOIS",149,2,1551
"20651","COMMUNE_0000000009761667","11190",200035715,"11",76,"REDORTE",1127,18,1459
"20652","COMMUNE_0000000009761672","11342",200035715,"11",76,"SAINT FRICHOUX",253,1,564
"20653","COMMUNE_0000000009762102","11293",200071926,"11",76,"POMAS",881,12,1552
"20654","COMMUNE_0000000009761897","11327",200035715,"11",76,"ROULLENS",465,6,1381
"20655","COMMUNE_0000000009761689","11288",200035715,"11",76,"PEZENS",1488,18,1449
"20656","COMMUNE_0000000009762670","11209",200071926,"11",76,"LUC SUR AUDE",237,3,1132
"20657","COMMUNE_0000000009762105","11242",200035715,"11",76,"MONTCLAR",169,2,1088
"20658","COMMUNE_0000000009762673","11309",200071926,"11",76,"RENNES LE CHATEAU",77,2,2271
"20659","COMMUNE_0000000009762309","11105",200071926,"11",76,"COURNANEL",704,10,1365
"20660","COMMUNE_0000000009761900","11005",200035715,"11",76,"ALAIRAC",1323,11,1439
"20661","COMMUNE_0000000009762104","11355",200071926,"11",76,"SAINT MARTIN DE VILLEREGLAN",371,2,1325
"20662","COMMUNE_0000000009761899","11018",200035715,"11",76,"ARZENS",1245,16,1504
"20663","COMMUNE_0000000009761893","11299",200035715,"11",76,"PREIXAN",615,5,1680
"20664","COMMUNE_0000000009762511","11008",200071926,"11",76,"ALET LES BAINS",421,5,1133
"20665","COMMUNE_0000000009762678","11010",200071926,"11",76,"ANTUGNAC",271,4,1578
"20666","COMMUNE_0000000009761206","11052",200042463,"11",76,"BROUSSES ET VILLARET",343,6,1322
"20667","COMMUNE_0000000009762101","11325",200035715,"11",76,"ROUFFIAC D AUDE",441,1,3000
"20668","COMMUNE_0000000009762675","11129",200043776,"11",76,"ESPERAZA",1934,29,1065
"20669","COMMUNE_0000000009762307","11289",200071926,"11",76,"PIEUSSE",1001,16,1210
"20670","COMMUNE_0000000009761690","11084",200035715,"11",76,"CAUX ET SAUZENS",959,9,1574
"20671","COMMUNE_0000000009761447","11253",200035715,"11",76,"MONTOLIEU",855,18,1965
"20672","COMMUNE_0000000009761898","11199",200035715,"11",76,"LAVALETTE",1502,20,1528
"20673","COMMUNE_0000000009761202","11115",200042463,"11",76,"CUXAC CABARDES",909,6,1022
"20674","COMMUNE_0000000009762812","11168",200043776,"11",76,"GRANES",98,NA,NA
"20675","COMMUNE_0000000009762106","11090",200071926,"11",76,"CEPIE",661,2,610
"20676","COMMUNE_0000000009762676","11103",200071926,"11",76,"COUIZA",1129,10,1146
"20677","COMMUNE_0000000009761204","11156",200042463,"11",76,"FRAISSE CABARDES",103,1,1314
