codecommune;Nb_mutations;PrixMoyen_m2
2787;5;971
36240;3;971
64455;3;971
71186;3;971
85274;11;971
36006;28;971
16041;2;971
87158;10;970
80204;12;970
71546;1;970
72330;7;970
81031;5;970
82129;1;970
87041;39;970
70228;7;970
29007;5;970
72041;5;970
53086;6;970
59547;10;970
43236;12;969
37168;7;969
59036;29;969
70318;9;969
21398;3;969
50028;3;969
89104;6;969
31327;2;969
39185;2;969
66111;2;969
88190;4;969
36171;9;968
28029;5;968
42230;19;968
15064;1;968
18042;3;968
39002;1;968
39280;2;968
41289;4;968
88021;1;968
70387;7;968
80498;10;968
80552;11;968
12083;2;968
56201;10;968
89368;14;967
7084;5;967
43095;3;967
72361;7;967
59361;43;967
27462;1;967
70129;1;967
71012;4;967
80280;2;967
72029;39;967
16421;3;967
52315;2;967
16096;6;966
41073;10;966
1197;2;966
46005;2;966
53261;3;966
65307;1;966
71428;6;966
77286;1;966
22328;5;966
56100;47;966
72364;21;966
61294;12;966
62322;2;966
50327;3;965
54163;3;965
52432;15;965
2317;2;965
3097;4;965
24029;2;965
71068;1;965
39465;3;965
59172;193;965
18110;14;965
2117;1;964
3113;3;964
28392;3;964
39214;1;964
58027;1;964
58133;2;964
61510;1;964
86039;10;964
88179;1;964
88206;14;964
89331;6;964
47283;11;964
51289;5;964
36192;4;964
41283;4;964
39336;3;964
71214;5;964
18107;2;964
87013;4;964
8004;3;963
16140;3;963
11328;4;963
72118;22;963
25589;1;963
36205;2;963
66077;1;963
80304;1;963
62060;33;963
44058;11;963
50300;5;963
21063;2;963
54480;2;963
81137;2;963
2050;6;962
9174;1;962
21629;1;962
25052;1;962
39497;1;962
56035;7;962
58188;1;962
58271;1;962
62231;2;962
72372;1;962
79349;1;962
70309;6;962
39099;3;961
51033;3;961
58175;3;961
87160;7;961
62763;10;961
16317;7;961
36013;2;961
36092;1;961
51387;2;961
70516;5;961
81089;2;961
43108;6;961
53220;3;961
85033;10;961
12268;2;961
50528;4;961
70052;6;961
16237;5;960
72192;4;960
62002;2;960
65422;1;960
40316;5;960
23140;3;960
36227;4;959
48086;7;959
43047;1;959
60314;2;959
79201;18;959
3046;14;959
61010;2;959
61256;2;959
89056;6;959
34189;10;958
28144;3;958
88333;3;958
81182;7;958
1411;3;958
22072;6;958
70419;6;958
76004;1;958
82006;1;958
58006;6;958
3047;4;958
62465;3;958
33451;2;958
86220;5;957
53107;44;957
86274;4;957
87118;17;957
18275;5;957
8420;9;957
19213;4;957
21350;1;957
32223;1;957
58288;1;957
86061;14;957
79152;6;957
11129;30;957
32205;3;957
9210;2;957
51285;2;957
81077;5;956
36033;3;956
71517;4;956
71141;9;956
23177;11;956
85141;11;956
19141;2;956
39432;2;956
40013;2;956
71537;3;956
89014;8;956
16300;13;956
63383;4;956
53240;7;956
2177;5;956
22384;17;955
40327;3;955
71123;6;955
23229;5;955
48048;1;955
62234;4;955
64247;1;955
70186;1;955
71472;4;955
81128;10;955
88130;3;955
88239;1;955
53110;16;955
17188;4;955
43120;6;955
2392;7;954
16231;8;954
72278;17;954
18048;3;954
30132;36;954
58223;3;954
31390;16;954
10417;7;954
2227;3;954
2249;2;954
10278;3;954
33166;2;954
54325;1;954
59669;2;954
71203;2;954
71047;40;953
87153;5;953
19263;3;953
54487;3;953
58280;3;953
80516;3;953
37173;13;953
2463;3;953
3043;5;953
23086;4;953
80420;2;953
86248;2;953
9182;15;953
2696;3;953
22122;9;953
89436;13;953
46203;2;953
82166;2;953
18122;3;952
23053;3;952
18279;323;952
58264;21;952
18014;2;952
19108;1;952
36012;1;952
64327;1;952
79332;1;952
80504;1;952
9047;10;952
50259;8;952
79310;4;952
86159;9;952
21120;2;952
56131;19;951
62154;7;951
25627;1;951
31176;2;951
72277;1;951
89125;10;951
58030;4;951
16111;5;951
60507;5;951
79103;24;951
54393;6;951
87080;2;951
3177;5;950
16425;16;950
62437;7;950
19164;8;950
63016;8;950
59249;132;950
9253;1;950
18121;2;950
30025;6;950
32142;1;950
36198;1;950
43149;1;950
55379;1;950
58009;4;950
80140;3;950
80264;4;950
35232;7;950
16203;2;950
52327;4;950
61023;2;950
47275;3;949
86112;21;949
86044;6;949
19206;3;949
22126;2;949
61401;1;949
76723;2;949
80053;1;949
59659;28;949
3083;5;949
80663;3;949
11021;8;949
36058;5;949
16207;9;948
44124;9;948
65105;4;948
80762;5;948
2671;4;948
18006;2;948
48155;5;948
58075;2;948
59625;2;948
86026;4;948
47033;3;947
71232;3;947
8391;13;947
41042;6;947
53233;2;947
61170;1;947
70295;1;947
88096;1;947
19266;3;947
8185;27;947
47284;2;947
6001;3;946
3132;4;946
59063;24;946
70414;4;946
86131;7;946
15264;1;946
50207;1;946
50500;11;946
71313;3;946
72254;3;946
79263;6;946
34117;5;945
18269;13;945
32465;2;945
52413;1;945
53113;6;945
58114;1;945
79020;11;945
17378;6;945
36053;3;945
2791;2;945
31014;2;945
37268;2;945
88437;2;945
87011;37;944
23251;3;944
80614;3;944
53121;16;944
53133;9;944
2424;1;944
25125;1;944
51327;3;944
54056;2;944
55221;1;944
65482;1;944
77325;4;944
82046;1;944
87092;6;944
80166;3;944
22243;11;944
41201;6;944
39088;5;943
11169;1;943
28396;2;943
32375;1;943
47057;19;943
65428;1;943
70311;89;943
37196;20;943
36228;12;943
59572;15;942
65304;16;942
17417;4;942
15131;4;942
53053;8;942
23201;4;942
86098;2;942
22334;3;941
54182;7;941
89462;4;941
8232;1;941
31139;1;941
51273;1;941
54063;2;941
54388;1;941
58203;2;941
59138;6;941
63471;11;941
89002;1;941
50359;104;941
16268;2;941
39463;2;941
28067;3;940
1147;3;940
28378;6;940
41014;3;940
56019;2;940
62676;1;940
62802;1;940
88457;1;940
61494;6;940
3240;3;940
63408;3;940
47309;10;940
54297;4;940
73297;2;940
43052;8;939
23213;4;939
52211;8;939
62731;5;939
65356;1;939
88257;4;939
70122;26;939
2407;3;939
16297;3;939
72019;6;939
17470;1;938
18185;4;938
38386;1;938
72309;11;938
42078;4;938
63231;10;938
71133;18;938
79123;33;938
3048;13;938
49369;19;937
89123;4;937
43198;6;937
2573;1;937
61427;3;937
79064;14;937
53242;5;937
79008;14;937
86077;15;936
17474;7;936
43093;5;936
89363;3;936
54280;115;936
62422;4;936
8247;1;936
19090;3;936
38321;3;936
89058;3;936
42303;5;936
50591;58;936
18029;7;936
7060;2;936
36140;2;936
24353;6;935
18013;4;935
42235;5;935
16340;16;935
3170;1;935
10130;1;935
10317;11;935
23125;1;935
25070;1;935
29263;1;935
32031;2;935
43063;1;935
51095;1;935
71181;1;935
36193;2;935
80392;2;935
3193;1;934
3260;3;934
18062;2;934
27630;1;934
71382;12;934
80655;6;934
10170;5;934
43082;2;934
51247;2;934
54129;17;933
19205;3;933
32459;11;933
25446;1;933
31296;1;933
50302;3;933
70562;1;933
72052;11;933
80621;8;933
89376;3;933
22266;57;933
70006;19;933
16008;2;933
17135;4;933
63223;9;932
18140;21;932
18212;3;932
53258;9;932
65301;1;932
21087;7;931
39540;1;931
42276;2;931
48185;1;931
50340;3;931
51106;2;931
80372;2;931
71190;22;931
41084;5;931
86223;17;931
51283;2;931
19073;43;930
19163;3;930
66137;3;930
19085;5;930
72347;7;930
41256;12;930
32143;3;930
51500;1;930
54298;1;930
62776;1;930
31013;4;930
53131;3;930
58229;5;930
16005;38;930
3185;289;929
70171;11;929
11376;3;929
43097;4;929
51157;1;929
52212;1;929
55237;1;929
50144;12;929
85094;16;929
21554;5;929
23233;2;929
32424;2;929
15120;13;928
56163;27;928
3105;1;928
18086;5;928
25420;1;928
76677;1;928
16032;11;928
86136;6;928
65429;3;928
62777;2;928
70481;6;927
2059;17;927
17481;1;927
21441;3;927
27609;1;927
61499;3;927
89482;3;927
62791;2;927
86193;14;926
21304;1;926
33094;2;926
39520;5;926
43131;1;926
50298;4;926
79018;1;926
79280;22;926
53106;4;926
4022;3;926
2217;12;926
88262;9;926
19272;144;926
6062;8;926
58224;2;926
43101;2;925
43263;1;925
47321;1;925
61460;4;925
62732;2;925
65441;2;925
56105;26;925
40259;3;925
55166;2;925
64127;2;925
36018;23;924
62096;5;924
9082;5;924
56216;4;924
22216;11;924
8188;10;924
41179;6;924
16112;2;924
82032;5;923
16148;18;923
23172;3;923
11029;1;923
59531;6;923
79083;90;923
3052;8;923
79121;8;923
61405;3;923
3065;6;923
12276;2;923
21680;2;923
89145;6;923
88312;3;922
2136;3;922
32389;1;922
71020;2;922
89232;7;922
88460;6;922
41070;22;922
23056;11;922
80177;6;921
53270;7;921
36034;22;921
12135;1;921
21232;1;921
21608;1;921
29249;2;921
46030;1;921
76671;1;921
80514;3;921
88473;2;921
89015;11;921
52093;8;921
51066;3;921
33402;46;921
9061;11;921
61240;6;920
24293;3;920
70469;1;920
71099;1;920
59382;11;920
81239;5;920
3247;15;920
45343;2;920
51253;4;920
87100;2;920
23247;25;919
79253;7;919
18091;4;919
25149;1;919
55391;1;919
16208;8;919
39489;4;919
22064;14;919
61389;5;919
50029;17;919
63329;2;919
89416;8;919
3030;3;918
2492;7;918
18100;7;918
2333;3;918
2455;2;918
32381;1;918
58148;1;918
59490;1;918
51399;4;918
53010;8;918
87162;4;918
81196;3;918
58138;2;918
86266;2;918
36087;3;917
2422;8;917
24163;5;917
32070;2;917
36223;1;917
37137;1;917
58144;4;917
61099;1;917
62608;3;917
81287;1;917
89222;6;917
54252;7;917
24303;5;917
85147;41;916
11075;5;916
53122;10;916
51042;7;916
23049;3;916
52158;2;916
79251;8;916
2335;2;916
2730;2;916
23028;2;916
51053;2;916
89204;4;916
79226;3;915
37076;4;915
61102;4;915
61324;26;915
36045;18;915
3011;1;915
21252;1;915
53043;11;915
53250;1;915
58293;1;915
64555;1;915
89071;3;915
55122;9;915
53055;7;915
81037;14;915
65129;8;915
79212;6;915
49219;6;915
55477;2;915
70546;4;915
53185;50;914
79007;5;914
16289;8;914
23080;3;914
72032;3;914
88150;3;914
29187;4;914
36169;2;914
56025;2;914
24505;4;914
39378;8;914
42128;6;914
8216;2;914
31474;2;914
54200;2;914
36103;7;913
3287;9;913
2291;4;913
11394;3;913
54539;2;913
56230;2;913
63465;3;913
8081;48;913
42217;5;913
81062;5;913
12214;3;913
22260;9;913
72348;3;912
42118;7;912
36088;45;912
36055;2;912
80208;2;912
88268;1;912
18085;4;912
79329;165;911
11408;3;911
48135;3;911
53079;6;911
18152;4;911
59065;7;911
2625;3;911
9229;3;911
51340;2;911
24269;14;911
70015;3;911
58134;32;911
16002;5;911
32024;2;911
59631;20;911
18077;6;910
22333;11;910
37188;16;910
87083;8;910
53100;21;910
2708;2;910
19251;2;910
22138;4;910
28161;10;909
22344;12;909
51542;3;909
9160;46;909
16308;5;909
72269;30;909
3194;2;909
21677;1;909
27141;1;909
2A326;1;909
32394;1;909
36106;1;909
36111;1;909
39220;3;909
45216;1;909
50556;6;909
61062;1;909
62545;1;909
64357;1;909
70145;1;909
83074;1;909
88353;1;909
16254;4;909
22321;25;909
22342;3;909
58218;12;909
41028;6;909
63062;2;909
81103;2;909
85041;6;909
27359;3;908
62304;8;908
89392;4;908
18252;4;908
79163;14;908
22128;3;908
63086;3;908
11384;2;908
80158;2;908
47302;13;907
50088;5;907
47107;3;907
80284;5;907
70055;6;907
10101;2;907
18153;5;907
51555;1;907
60244;1;907
80055;2;907
89190;2;907
2703;12;907
17042;4;907
22139;2;907
71376;8;907
87028;52;906
3100;12;906
3133;6;906
34277;3;906
79184;26;906
19256;7;906
2358;2;906
39426;1;906
47158;2;906
58230;1;906
79149;1;906
2575;17;906
79175;5;906
80586;4;906
73069;4;906
87168;22;906
89076;7;905
61181;10;905
89276;16;905
10042;6;905
28175;1;905
55083;1;905
69240;7;905
89034;3;905
89092;2;905
79135;13;905
89259;4;905
62109;2;905
22024;3;904
39493;6;904
87027;23;904
49291;5;904
8349;7;904
34021;2;904
62361;32;903
48070;7;903
88355;10;903
9043;6;903
24346;4;903
11117;8;903
2556;2;903
19216;2;903
51027;2;903
86078;30;902
18242;36;902
18272;6;902
3090;5;902
18154;1;902
23083;1;902
64098;1;902
86270;2;902
89226;1;902
71098;6;902
79348;3;901
2698;1;901
80503;1;901
88356;2;901
17388;4;901
54236;6;901
71549;2;901
79256;5;900
56210;15;900
88049;3;900
4007;1;900
9071;1;900
10365;1;900
11312;1;900
24517;1;900
32075;3;900
38359;1;900
52235;1;900
60436;1;900
88512;1;900
17424;4;900
37064;4;900
2519;7;900
56199;11;900
25491;2;900
31513;2;900
8486;20;899
23030;25;899
3128;20;899
24244;2;899
31001;1;899
42125;2;899
55178;1;899
70158;1;899
35242;7;899
3138;20;899
88321;55;899
16188;3;898
54077;9;898
62574;3;898
86089;5;898
22092;8;898
25498;1;898
38217;1;898
42047;4;898
54023;2;898
22053;10;898
72325;11;898
86203;13;898
71144;2;898
23170;4;897
2480;3;897
2709;1;897
86167;6;897
58309;12;897
15152;4;897
21683;3;897
23106;3;897
36152;2;897
59614;18;897
62047;2;897
49102;6;896
3218;2;896
32175;1;896
41258;11;896
54092;3;896
61442;1;896
62754;4;896
79309;6;896
22131;18;896
80410;43;895
23025;8;895
16016;10;895
5022;1;895
17025;5;895
17139;1;895
23082;6;895
32320;2;895
48115;1;895
71377;1;895
89312;1;895
58010;8;895
23217;7;895
53041;3;895
56099;13;894
79016;3;894
54545;5;894
62236;5;894
54500;3;894
89057;6;894
79087;7;893
80606;5;893
21066;3;893
33034;6;893
61503;3;893
50093;8;893
23004;6;893
9024;1;893
12198;2;893
38106;1;893
61398;1;893
51515;5;893
71370;2;893
47182;3;892
58210;9;892
56245;9;892
12201;1;892
16346;3;892
16397;4;892
21426;1;892
52008;3;892
56256;2;892
70004;4;892
80207;1;892
58023;3;892
58044;10;892
80749;2;892
42039;20;891
36047;6;891
42061;6;891
80288;2;891
22219;46;891
8158;3;891
18102;3;891
88367;31;891
54040;17;891
23061;4;891
23194;2;891
30199;2;891
88297;2;891
23115;7;890
18112;7;890
54455;1;890
86247;6;890
63052;8;890
72103;10;890
43129;3;890
72202;3;890
39406;2;890
29175;5;889
43132;12;889
88281;4;889
79164;5;889
2606;1;889
16194;1;889
18043;3;889
23003;1;889
36048;1;889
58078;1;889
88097;1;889
58047;8;889
56191;7;889
58122;8;889
58166;7;889
22220;23;888
19075;5;888
79176;8;888
35268;7;888
11096;2;888
29243;1;888
42109;2;888
72222;5;888
81321;2;888
89233;5;888
79295;4;888
2283;3;888
58031;4;888
89008;3;887
61480;3;887
71424;2;887
41088;9;887
72038;6;887
2450;5;887
31494;3;887
70227;3;887
36131;2;887
18055;24;886
86235;10;886
72315;12;886
79069;8;886
27485;1;886
46235;1;886
54206;4;886
72286;4;886
63338;34;886
28157;2;886
2746;7;885
54041;4;885
22046;210;885
23058;1;885
43028;2;885
63111;1;885
80015;1;885
88421;2;885
87071;4;885
3189;3;885
36025;6;885
53112;3;885
2592;2;885
18142;7;884
17293;6;884
39050;6;884
19176;9;884
9060;4;884
21651;1;884
23205;2;884
43070;1;884
61269;6;884
81300;1;884
22087;8;884
10181;4;884
18196;2;884
8222;17;883
21366;1;883
43003;8;883
63331;5;883
65028;1;883
88454;3;883
53028;4;883
50570;3;883
80374;2;883
54453;5;882
79145;3;882
2008;2;882
2162;1;882
3068;1;882
3146;1;882
24305;1;882
24507;1;882
46018;1;882
58284;1;882
9116;3;882
8078;8;881
88083;3;881
49036;9;881
79297;8;881
4155;6;881
2785;11;881
23015;11;881
80090;2;881
89310;4;881
22124;8;880
53127;28;880
80061;5;880
16250;2;880
16403;3;880
79346;2;880
80193;4;880
23141;7;880
7315;4;879
80766;4;879
27201;1;879
55099;2;879
77212;1;879
16212;4;879
16329;8;878
48169;1;878
58001;1;878
65238;1;878
87086;19;878
37033;5;878
19262;2;878
88371;14;878
28231;1;877
55206;1;877
55351;3;877
2430;11;877
50048;5;877
72145;5;877
3002;2;877
71228;2;877
17257;6;876
19180;6;876
3008;7;876
19279;1;876
39550;3;876
76695;1;876
79148;25;876
10350;7;876
18225;5;876
41089;5;876
28079;10;876
42243;2;876
79307;24;876
61408;3;875
70480;3;875
4069;1;875
15170;1;875
19189;1;875
36148;1;875
39052;1;875
41041;4;875
48176;1;875
55109;2;875
86090;1;875
24585;5;875
41250;9;875
54226;2;875
58187;7;874
10035;11;874
16186;3;874
88527;3;874
43264;7;874
2286;6;874
11276;18;874
11378;5;874
58026;4;874
61453;4;874
64188;3;874
79255;3;874
88521;3;874
17130;7;874
2618;6;874
23164;4;874
61195;2;874
16419;5;873
18021;7;873
19231;5;873
31041;2;873
36036;1;873
80754;1;873
88063;1;873
79029;9;873
2096;5;873
85087;8;873
7074;2;873
41215;2;873
61035;2;873
21543;1;872
51602;2;872
61158;1;872
3108;3;872
18200;6;872
18136;7;872
70247;2;872
3055;5;871
7284;3;871
40321;3;871
23008;32;871
1410;1;871
16190;2;871
28327;1;871
36081;3;871
36222;1;871
41178;1;871
70403;2;871
34144;20;871
16423;6;871
46163;2;871
70290;4;871
71509;7;870
23035;5;870
37116;3;870
71139;3;870
23167;8;870
24582;4;870
58109;9;870
61259;1;870
80440;1;870
89424;3;870
21154;16;870
71297;11;870
37282;25;870
10299;5;869
70024;7;869
9019;4;869
34260;3;869
59097;2;869
43210;6;869
71095;3;869
72317;9;869
86086;9;869
80566;5;869
2714;2;869
24199;4;869
88511;2;869
62117;9;868
62333;4;868
59118;24;868
11270;8;868
46064;5;868
50482;3;868
61267;3;868
80734;1;868
39016;14;868
51537;2;868
50262;9;867
58127;3;867
21307;1;867
22062;9;867
42112;2;867
61303;2;867
64205;1;867
72227;1;867
80602;1;867
86049;5;867
97201;2;867
18172;25;866
23045;9;866
63468;3;866
79244;3;866
1433;2;866
2683;3;866
11080;1;866
71345;2;866
80188;3;866
3079;6;866
41141;5;866
53064;15;866
2196;2;866
2515;2;866
32088;2;866
59136;64;865
1013;7;865
28315;1;865
46191;2;865
54470;1;865
55263;1;865
55290;1;865
61044;1;865
63191;1;865
43148;7;865
72295;6;865
11079;3;865
18228;4;865
51517;2;865
58098;2;865
60535;2;865
88044;8;865
48043;5;864
2470;3;864
72171;3;864
21023;7;864
79094;16;864
79005;74;864
2482;1;864
34220;1;864
61021;2;864
71045;1;864
72190;1;864
76053;2;864
88514;1;864
87182;17;864
89336;5;864
36022;2;864
58156;2;864
59333;2;864
23257;12;863
63341;3;863
10319;11;863
2197;5;863
39553;1;863
88458;3;863
81263;5;863
29275;4;863
89253;7;863
36113;4;863
63067;3;862
63259;3;862
43201;4;862
86156;4;862
52353;29;862
23174;8;862
79230;13;862
2354;1;862
21539;1;862
27564;1;862
71201;1;862
80292;2;862
87003;11;862
80703;5;862
87159;4;862
39517;6;861
58157;9;861
2381;93;861
2200;1;861
9040;1;861
15054;7;861
54070;1;861
72235;2;861
88080;2;861
88122;2;861
62336;7;861
65054;3;861
61486;52;861
70267;2;861
42257;15;860
53221;3;860
72170;3;860
2468;20;860
85105;15;860
71325;17;860
41172;6;860
51219;2;860
58014;1;860
70174;1;860
81224;1;860
9262;3;859
37107;6;859
43073;3;859
2141;15;859
58286;8;859
42106;5;859
22114;17;859
2039;5;859
21609;1;859
33360;2;859
39216;1;859
50423;2;859
62342;1;859
65255;1;859
88017;1;859
22025;42;859
53057;5;859
15207;4;859
61244;2;859
66076;2;859
79132;3;858
88029;48;858
53017;18;858
7032;2;858
22036;2;858
34229;5;858
35185;4;858
39543;1;858
46058;1;858
79331;1;858
88199;1;858
44078;5;858
88184;5;858
87089;19;858
43175;2;858
9152;1;857
12241;1;857
32441;3;857
36235;1;857
37145;1;857
41193;2;857
43125;1;857
64500;3;857
65196;1;857
65442;1;857
70100;2;857
70002;4;857
60278;3;857
81055;8;857
25547;10;857
63043;6;857
15052;3;856
2476;8;856
18133;13;856
15060;1;856
21393;1;856
45166;2;856
80536;1;856
22023;11;856
23131;7;856
18256;3;856
41291;3;855
22351;4;855
56072;5;855
9173;2;855
16189;5;855
23225;1;855
50467;1;855
71178;2;855
70283;5;855
88300;3;855
22229;19;854
85287;6;854
36060;4;854
70331;5;854
35117;28;854
16295;15;854
24202;1;854
32158;1;854
65279;2;854
72314;5;854
39058;2;854
88403;2;854
89408;6;854
23076;12;853
58139;4;853
2040;2;853
21364;1;853
25162;1;853
29107;2;853
88449;4;853
50276;6;853
53271;26;853
16390;4;853
32220;3;853
79161;9;853
3275;19;853
16065;6;853
21249;2;853
23179;2;853
70525;5;852
21322;3;852
50338;8;852
86225;17;852
14147;1;852
18053;8;852
21665;1;852
55317;1;852
89339;2;852
9003;7;852
86295;13;852
86008;4;852
51148;3;852
80737;3;852
54039;44;852
2789;10;852
61260;2;852
40005;3;851
54548;6;851
15138;14;851
79177;4;851
7200;1;851
16316;3;851
21099;1;851
22083;10;851
22365;3;851
36046;21;851
9230;4;851
21548;2;851
61276;2;851
79154;8;850
14184;1;850
15055;1;850
15116;1;850
15220;1;850
24176;1;850
65150;1;850
81259;1;850
3309;7;850
21501;5;850
3319;4;850
2027;7;850
86006;11;850
18058;22;850
18287;4;850
9012;1;849
49310;13;849
18116;8;849
72199;4;849
88124;7;849
65452;5;848
56092;6;848
12068;1;848
58056;1;848
88006;3;848
21573;3;848
9066;4;848
50598;4;848
10335;2;847
21484;1;847
58029;1;847
58268;1;847
79165;1;847
87115;3;847
